ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0070528,protein kinase C signaling,2/92,12/18986,0.166666667,34.39492754,8.074747287,0.001485263,0.011964205,0.007644332,PRKCZ/PRKCH,2
BP,GO:0097048,dendritic cell apoptotic process,2/92,12/18986,0.166666667,34.39492754,8.074747287,0.001485263,0.011964205,0.007644332,CXCL12/AXL,2
BP,GO:2000668,regulation of dendritic cell apoptotic process,2/92,12/18986,0.166666667,34.39492754,8.074747287,0.001485263,0.011964205,0.007644332,CXCL12/AXL,2
BP,GO:0030856,regulation of epithelial cell differentiation,5/92,172/18986,0.029069767,5.999115268,4.595725315,0.001499907,0.012051885,0.007700354,XDH/MMP9/PRKCH/FGF2/STAT1,5
BP,GO:1901617,organic hydroxy compound biosynthetic process,6/92,255/18986,0.023529412,4.855754476,4.325499225,0.001505745,0.012068546,0.007710999,NR4A2/HSD17B1/CFTR/ALDH2/QDPR/SNCA,6
BP,GO:0030261,chromosome condensation,3/92,47/18986,0.063829787,13.17252544,5.830265829,0.001530137,0.012156863,0.007767428,PLK1/CDK1/TOP2A,3
BP,GO:0043154,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,3/92,47/18986,0.063829787,13.17252544,5.830265829,0.001530137,0.012156863,0.007767428,PTGS2/MMP9/SNCA,3
BP,GO:0071763,nuclear membrane organization,3/92,47/18986,0.063829787,13.17252544,5.830265829,0.001530137,0.012156863,0.007767428,PLK1/CDK1/PRKCB,3
BP,GO:0048732,gland development,8/92,450/18986,0.017777778,3.668792271,3.998068922,0.001531932,0.012156863,0.007767428,XDH/CYP1B1/AR/IL6/FGF2/ALDH1A2/TYMS/AURKA,8
BP,GO:0002790,peptide secretion,6/92,257/18986,0.023346304,4.817966503,4.300100834,0.001566639,0.012401592,0.007923794,KCNA5/CFTR/ALOX5/PRKCE/PRKCB/IL6,6
BP,GO:0006937,regulation of muscle contraction,5/92,174/18986,0.028735632,5.93015992,4.55885107,0.001578268,0.012441492,0.007949287,PTGS2/KIT/CALM1/TNNC1/PDE5A,5
BP,GO:0034308,primary alcohol metabolic process,4/92,103/18986,0.038834951,8.014352047,4.980901275,0.001583321,0.012441492,0.007949287,CYP1B1/ALDH2/AKR1B10/ALDH1A2,4
BP,GO:0051310,metaphase chromosome alignment,4/92,103/18986,0.038834951,8.014352047,4.980901275,0.001583321,0.012441492,0.007949287,CDK1/AURKB/NEK2/CCNB1,4
BP,GO:0099003,vesicle-mediated transport in synapse,6/92,258/18986,0.023255814,4.799292214,4.287499765,0.001597781,0.012524418,0.008002271,CDK5/CALM1/PRKCB/SNCA/DNM1/MYLK,6
BP,GO:0006310,DNA recombination,7/92,352/18986,0.019886364,4.103940217,4.101747227,0.001613065,0.012595219,0.008047508,RAD51/PLK1/PARP1/FEN1/TOP2A/APEX1/CHEK1,7
BP,GO:0050680,negative regulation of epithelial cell proliferation,5/92,175/18986,0.028571429,5.896273292,4.540628723,0.001618559,0.012595219,0.008047508,XDH/AR/ALOX5/STAT1/PPARG,5
BP,GO:0006953,acute-phase response,3/92,48/18986,0.0625,12.89809783,5.75928217,0.001626457,0.012595219,0.008047508,PTGS2/PTGES/IL6,3
BP,GO:0046189,phenol-containing compound biosynthetic process,3/92,48/18986,0.0625,12.89809783,5.75928217,0.001626457,0.012595219,0.008047508,NR4A2/ALDH2/SNCA,3
BP,GO:1901976,regulation of cell cycle checkpoint,3/92,48/18986,0.0625,12.89809783,5.75928217,0.001626457,0.012595219,0.008047508,RAD51/AURKB/CCNB1,3
BP,GO:0050806,positive regulation of synaptic transmission,5/92,176/18986,0.028409091,5.862771739,4.522546898,0.001659603,0.01282093,0.008191723,PTGS2/CA2/PRKCZ/PRKCE/SNCA,5
BP,GO:0001503,ossification,8/92,456/18986,0.01754386,3.620518688,3.952475911,0.001664947,0.012831302,0.008198349,PTGS2/MMP13/ALOX5/IL6/FGF2/PPARG/IGFBP3/IGFBP2,8
BP,GO:1905477,positive regulation of protein localization to membrane,4/92,105/18986,0.038095238,7.861697723,4.919840174,0.001699344,0.013046057,0.008335564,PIK3R1/CDK5/PRKCH/PRKCE,4
BP,GO:0006693,prostaglandin metabolic process,3/92,49/18986,0.06122449,12.63487134,5.69038033,0.001726492,0.013046057,0.008335564,PTGS2/MIF/PTGES,3
BP,GO:0007094,mitotic spindle assembly checkpoint signaling,3/92,49/18986,0.06122449,12.63487134,5.69038033,0.001726492,0.013046057,0.008335564,PLK1/AURKB/CCNB1,3
BP,GO:0050432,catecholamine secretion,3/92,49/18986,0.06122449,12.63487134,5.69038033,0.001726492,0.013046057,0.008335564,CXCL12/PRKCB/SNCA,3
BP,GO:0071173,spindle assembly checkpoint signaling,3/92,49/18986,0.06122449,12.63487134,5.69038033,0.001726492,0.013046057,0.008335564,PLK1/AURKB/CCNB1,3
BP,GO:0071174,mitotic spindle checkpoint signaling,3/92,49/18986,0.06122449,12.63487134,5.69038033,0.001726492,0.013046057,0.008335564,PLK1/AURKB/CCNB1,3
BP,GO:0005996,monosaccharide metabolic process,6/92,262/18986,0.022900763,4.726020577,4.23773541,0.001727093,0.013046057,0.008335564,PFKFB3/PDK4/PDK1/SLC2A1/IGFBP3/PMM2,6
BP,GO:0006086,acetyl-CoA biosynthetic process from pyruvate,2/92,13/18986,0.153846154,31.74916388,7.738811044,0.001749783,0.013046057,0.008335564,PDK4/PDK1,2
BP,GO:0010269,response to selenium ion,2/92,13/18986,0.153846154,31.74916388,7.738811044,0.001749783,0.013046057,0.008335564,PTGS2/MAOB,2
BP,GO:0031650,regulation of heat generation,2/92,13/18986,0.153846154,31.74916388,7.738811044,0.001749783,0.013046057,0.008335564,PTGS2/PTGES,2
BP,GO:0035745,T-helper 2 cell cytokine production,2/92,13/18986,0.153846154,31.74916388,7.738811044,0.001749783,0.013046057,0.008335564,PRKCZ/IL6,2
BP,GO:0043568,positive regulation of insulin-like growth factor receptor signaling pathway,2/92,13/18986,0.153846154,31.74916388,7.738811044,0.001749783,0.013046057,0.008335564,AR/IGFBP3,2
BP,GO:1900103,positive regulation of endoplasmic reticulum unfolded protein response,2/92,13/18986,0.153846154,31.74916388,7.738811044,0.001749783,0.013046057,0.008335564,PIK3R1/PTPN1,2
BP,GO:2000551,regulation of T-helper 2 cell cytokine production,2/92,13/18986,0.153846154,31.74916388,7.738811044,0.001749783,0.013046057,0.008335564,PRKCZ/IL6,2
BP,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage,4/92,106/18986,0.037735849,7.787530763,4.889911594,0.001759514,0.013088172,0.008362472,PIK3R1/MCL1/CXCL12/MIF,4
BP,GO:0006936,muscle contraction,7/92,358/18986,0.019553073,4.035159096,4.045545764,0.001775559,0.013176947,0.008419194,PTGS2/KIT/KCNA5/CALM1/TNNC1/PDE5A/MYLK,7
BP,GO:0006692,prostanoid metabolic process,3/92,50/18986,0.06,12.38217391,5.623456703,0.001830295,0.013405635,0.008565311,PTGS2/MIF/PTGES,3
BP,GO:0031577,spindle checkpoint signaling,3/92,50/18986,0.06,12.38217391,5.623456703,0.001830295,0.013405635,0.008565311,PLK1/AURKB/CCNB1,3
BP,GO:0035384,thioester biosynthetic process,3/92,50/18986,0.06,12.38217391,5.623456703,0.001830295,0.013405635,0.008565311,PDK4/SNCA/PDK1,3
BP,GO:0061082,myeloid leukocyte cytokine production,3/92,50/18986,0.06,12.38217391,5.623456703,0.001830295,0.013405635,0.008565311,KIT/MIF/AXL,3
BP,GO:0071616,acyl-CoA biosynthetic process,3/92,50/18986,0.06,12.38217391,5.623456703,0.001830295,0.013405635,0.008565311,PDK4/SNCA/PDK1,3
BP,GO:0141193,nuclear receptor-mediated signaling pathway,5/92,180/18986,0.027777778,5.732487923,4.45158643,0.001831462,0.013405635,0.008565311,PARP1/AR/ALDH1A2/THRB/PPARG,5
BP,GO:1903034,regulation of response to wounding,5/92,181/18986,0.027624309,5.700816719,4.434178748,0.001876392,0.013703215,0.008755445,ALOX5/PRKCE/FGF2/PLAU/MYLK,5
BP,GO:0033045,regulation of sister chromatid segregation,4/92,108/18986,0.037037037,7.64331723,4.831212464,0.001884264,0.013729436,0.008772198,PLK1/CDK1/AURKB/CCNB1,4
BP,GO:1903522,regulation of blood circulation,6/92,267/18986,0.02247191,4.637518319,4.176925764,0.001899753,0.013775945,0.008801914,PTGS2/KCNA5/CALM1/PTPN1/PDE5A/THRB,6
BP,GO:0042391,regulation of membrane potential,8/92,466/18986,0.017167382,3.542825154,3.878164485,0.001906877,0.013775945,0.008801914,PARP1/KDR/KCNA5/CFTR/CDK5/CALM1/PRKCZ/SNCA,8
BP,GO:0006066,alcohol metabolic process,7/92,363/18986,0.019283747,3.979578393,3.999636896,0.001920473,0.013775945,0.008801914,CYP1B1/CFTR/ALDH2/AKR1B10/QDPR/ALDH1A2/SNCA,7
BP,GO:0051090,regulation of DNA-binding transcription factor activity,7/92,363/18986,0.019283747,3.979578393,3.999636896,0.001920473,0.013775945,0.008801914,KIT/CYP1B1/AR/PLA2G1B/PRKCZ/PRKCH/IL6,7
BP,GO:0043534,blood vessel endothelial cell migration,5/92,182/18986,0.027472527,5.66949355,4.416900454,0.001922124,0.013775945,0.008801914,PTGS2/KDR/CYP1B1/FGF2/PPARG,5
BP,GO:0051051,negative regulation of transport,8/92,467/18986,0.017130621,3.535238805,3.870845229,0.001932522,0.013775945,0.008801914,PTGS2/MMP9/MAOB/CDK5/CALM1/PRKCE/PRKCB/SNCA,8
BP,GO:0006636,unsaturated fatty acid biosynthetic process,3/92,51/18986,0.058823529,12.13938619,5.558414797,0.001937914,0.013775945,0.008801914,PTGS2/MIF/PTGES,3
BP,GO:0033046,negative regulation of sister chromatid segregation,3/92,51/18986,0.058823529,12.13938619,5.558414797,0.001937914,0.013775945,0.008801914,PLK1/AURKB/CCNB1,3
BP,GO:0033048,negative regulation of mitotic sister chromatid segregation,3/92,51/18986,0.058823529,12.13938619,5.558414797,0.001937914,0.013775945,0.008801914,PLK1/AURKB/CCNB1,3
BP,GO:0045841,negative regulation of mitotic metaphase/anaphase transition,3/92,51/18986,0.058823529,12.13938619,5.558414797,0.001937914,0.013775945,0.008801914,PLK1/AURKB/CCNB1,3
BP,GO:2000816,negative regulation of mitotic sister chromatid separation,3/92,51/18986,0.058823529,12.13938619,5.558414797,0.001937914,0.013775945,0.008801914,PLK1/AURKB/CCNB1,3
BP,GO:0071216,cellular response to biotic stimulus,6/92,269/18986,0.022304833,4.603038629,4.153021669,0.001972367,0.013989839,0.008938578,PTGS2/MMP9/MIF/AXL/PRKCE/IL6,6
BP,GO:0015833,peptide transport,6/92,270/18986,0.022222222,4.585990338,4.1411574,0.002009453,0.014105123,0.009012237,KCNA5/CFTR/ALOX5/PRKCE/PRKCB/IL6,6
BP,GO:0002526,acute inflammatory response,4/92,110/18986,0.036363636,7.504347826,4.77399956,0.002015018,0.014105123,0.009012237,PTGS2/PTGES/IL6/ALOX5AP,4
BP,GO:0010586,miRNA metabolic process,4/92,110/18986,0.036363636,7.504347826,4.77399956,0.002015018,0.014105123,0.009012237,AR/IL6/FGF2/PPARG,4
BP,GO:0097306,cellular response to alcohol,4/92,110/18986,0.036363636,7.504347826,4.77399956,0.002015018,0.014105123,0.009012237,RAD51/CYP1B1/CFTR/PRKCE,4
BP,GO:1901655,cellular response to ketone,4/92,110/18986,0.036363636,7.504347826,4.77399956,0.002015018,0.014105123,0.009012237,CYP1B1/CFTR/AR/PRKCE,4
BP,GO:1901796,regulation of signal transduction by p53 class mediator,4/92,110/18986,0.036363636,7.504347826,4.77399956,0.002015018,0.014105123,0.009012237,AURKB/MIF/CHEK1/AURKA,4
BP,GO:0006287,"base-excision repair, gap-filling",2/92,14/18986,0.142857143,29.48136646,7.438845529,0.002034987,0.014182974,0.009061979,FEN1/APEX1,2
BP,GO:0032308,positive regulation of prostaglandin secretion,2/92,14/18986,0.142857143,29.48136646,7.438845529,0.002034987,0.014182974,0.009061979,MIF/PTGES,2
BP,GO:0042572,retinol metabolic process,3/92,52/18986,0.057692308,11.90593645,5.49516462,0.002049399,0.01419087,0.009067023,CYP1B1/AKR1B10/ALDH1A2,3
BP,GO:0140353,lipid export from cell,3/92,52/18986,0.057692308,11.90593645,5.49516462,0.002049399,0.01419087,0.009067023,PTGS2/MIF/PTGES,3
BP,GO:1905562,regulation of vascular endothelial cell proliferation,3/92,52/18986,0.057692308,11.90593645,5.49516462,0.002049399,0.01419087,0.009067023,FGF2/ALDH1A2/PPARG,3
BP,GO:0071478,cellular response to radiation,5/92,185/18986,0.027027027,5.577555817,4.365824734,0.002064222,0.014236529,0.009096196,RAD51/PIK3R1/PARP1/MMP9/AURKB,5
BP,GO:0031329,regulation of cellular catabolic process,8/92,472/18986,0.016949153,3.497789241,3.834545709,0.002064874,0.014236529,0.009096196,MCL1/KDR/EEF1A2/EEF1A1/DAPK1/CDK5/PTPN1/SNCA,8
BP,GO:1901990,regulation of mitotic cell cycle phase transition,7/92,368/18986,0.019021739,3.925508034,3.954539796,0.002074418,0.014271642,0.009118631,PLK1/KCNA5/CDK1/AURKB/CCNB1/CHEK1/AURKA,7
BP,GO:0032963,collagen metabolic process,4/92,111/18986,0.036036036,7.436741089,4.745929784,0.002082691,0.014284572,0.009126893,MMP9/MMP13/MMP12/IL6,4
BP,GO:0032386,regulation of intracellular transport,6/92,272/18986,0.022058824,4.552269821,4.117601795,0.002085209,0.014284572,0.009126893,PTGS2/PIK3R1/CDK5/CDK1/PTPN1/TNNC1,6
BP,GO:0042116,macrophage activation,4/92,112/18986,0.035714286,7.370341615,4.71820729,0.00215192,0.014580554,0.009316006,MIF/PRKCE/IL6/SNCA,4
BP,GO:0140888,interferon-mediated signaling pathway,4/92,112/18986,0.035714286,7.370341615,4.71820729,0.00215192,0.014580554,0.009316006,MMP12/PTPN1/STAT1/PPARG,4
BP,GO:0001959,regulation of cytokine-mediated signaling pathway,5/92,187/18986,0.026737968,5.517902813,4.332390278,0.002163126,0.014580554,0.009316006,MMP12/AXL/PTPN1/IL6/PPARG,5
BP,GO:0014075,response to amine,3/92,53/18986,0.056603774,11.68129614,5.433622124,0.002164798,0.014580554,0.009316006,NR4A2/NQO1/CDK1,3
BP,GO:0101023,vascular endothelial cell proliferation,3/92,53/18986,0.056603774,11.68129614,5.433622124,0.002164798,0.014580554,0.009316006,FGF2/ALDH1A2/PPARG,3
BP,GO:1902100,negative regulation of metaphase/anaphase transition of cell cycle,3/92,53/18986,0.056603774,11.68129614,5.433622124,0.002164798,0.014580554,0.009316006,PLK1/AURKB/CCNB1,3
BP,GO:1904707,positive regulation of vascular associated smooth muscle cell proliferation,3/92,53/18986,0.056603774,11.68129614,5.433622124,0.002164798,0.014580554,0.009316006,MMP9/FGF2/DNMT1,3
BP,GO:1905819,negative regulation of chromosome separation,3/92,53/18986,0.056603774,11.68129614,5.433622124,0.002164798,0.014580554,0.009316006,PLK1/AURKB/CCNB1,3
BP,GO:0051259,protein complex oligomerization,6/92,275/18986,0.021818182,4.502608696,4.082693036,0.002202873,0.014805892,0.009459981,KCNA5/MIF/ALDH1A2/SNCA/DNM1/ALOX5AP,6
BP,GO:0000724,double-strand break repair via homologous recombination,5/92,188/18986,0.026595745,5.488552266,4.315853035,0.002213855,0.014848573,0.009487252,RAD51/PLK1/PARP1/FEN1/CHEK1,5
BP,GO:0010506,regulation of autophagy,7/92,373/18986,0.018766756,3.872887283,3.910227926,0.002237771,0.014977648,0.009569722,MCL1/KDR/EEF1A2/EEF1A1/DAPK1/CDK5/SNCA,7
BP,GO:0097553,calcium ion transmembrane import into cytosol,5/92,189/18986,0.026455026,5.459512307,4.299433709,0.002265446,0.01503847,0.009608583,CALM1/PLA2G1B/PRKCE/FGF2/SNCA,5
BP,GO:0034976,response to endoplasmic reticulum stress,6/92,277/18986,0.02166065,4.470098886,4.059697804,0.002284059,0.01503847,0.009608583,PIK3R1/P4HB/CFTR/ALOX5/PTPN1/HSP90B1,6
BP,GO:0033138,positive regulation of peptidyl-serine phosphorylation,3/92,54/18986,0.055555556,11.46497585,5.37370871,0.00228416,0.01503847,0.009608583,PTGS2/IL6/SNCA,3
BP,GO:0051985,negative regulation of chromosome segregation,3/92,54/18986,0.055555556,11.46497585,5.37370871,0.00228416,0.01503847,0.009608583,PLK1/AURKB/CCNB1,3
BP,GO:2000117,negative regulation of cysteine-type endopeptidase activity,3/92,54/18986,0.055555556,11.46497585,5.37370871,0.00228416,0.01503847,0.009608583,PTGS2/MMP9/SNCA,3
BP,GO:0010821,regulation of mitochondrion organization,4/92,114/18986,0.035087719,7.241037376,4.663774077,0.002295117,0.01503847,0.009608583,MMP9/KDR/PPARG/AURKA,4
BP,GO:0042752,regulation of circadian rhythm,4/92,114/18986,0.035087719,7.241037376,4.663774077,0.002295117,0.01503847,0.009608583,PARP1/CDK1/TOP2A/PPARG,4
BP,GO:0002903,negative regulation of B cell apoptotic process,2/92,15/18986,0.133333333,27.51594203,7.168773143,0.002340673,0.01503847,0.009608583,AURKB/MIF,2
BP,GO:0032306,regulation of prostaglandin secretion,2/92,15/18986,0.133333333,27.51594203,7.168773143,0.002340673,0.01503847,0.009608583,MIF/PTGES,2
BP,GO:0033189,response to vitamin A,2/92,15/18986,0.133333333,27.51594203,7.168773143,0.002340673,0.01503847,0.009608583,ALDH1A2/TYMS,2
BP,GO:0034501,protein localization to kinetochore,2/92,15/18986,0.133333333,27.51594203,7.168773143,0.002340673,0.01503847,0.009608583,CDK1/AURKB,2
BP,GO:0035791,platelet-derived growth factor receptor-beta signaling pathway,2/92,15/18986,0.133333333,27.51594203,7.168773143,0.002340673,0.01503847,0.009608583,PTPN1/PDGFRB,2
BP,GO:0050930,induction of positive chemotaxis,2/92,15/18986,0.133333333,27.51594203,7.168773143,0.002340673,0.01503847,0.009608583,PGF/CXCL12,2
BP,GO:0070207,protein homotrimerization,2/92,15/18986,0.133333333,27.51594203,7.168773143,0.002340673,0.01503847,0.009608583,MIF/ALOX5AP,2
BP,GO:0090235,regulation of metaphase plate congression,2/92,15/18986,0.133333333,27.51594203,7.168773143,0.002340673,0.01503847,0.009608583,CDK1/AURKB,2
BP,GO:0097531,mast cell migration,2/92,15/18986,0.133333333,27.51594203,7.168773143,0.002340673,0.01503847,0.009608583,PGF/KIT,2
BP,GO:0160049,negative regulation of cGAS/STING signaling pathway,2/92,15/18986,0.133333333,27.51594203,7.168773143,0.002340673,0.01503847,0.009608583,PARP1/AURKB,2
BP,GO:1901160,primary amino compound metabolic process,2/92,15/18986,0.133333333,27.51594203,7.168773143,0.002340673,0.01503847,0.009608583,MAOB/ALDH2,2
BP,GO:1903083,protein localization to condensed chromosome,2/92,15/18986,0.133333333,27.51594203,7.168773143,0.002340673,0.01503847,0.009608583,CDK1/AURKB,2
BP,GO:2001028,positive regulation of endothelial cell chemotaxis,2/92,15/18986,0.133333333,27.51594203,7.168773143,0.002340673,0.01503847,0.009608583,KDR/FGF2,2
BP,GO:0051303,establishment of chromosome localization,4/92,115/18986,0.034782609,7.178071834,4.637048896,0.002369121,0.015174128,0.00969526,CDK1/AURKB/NEK2/CCNB1,4
BP,GO:0048771,tissue remodeling,5/92,191/18986,0.02617801,5.402344639,4.26694275,0.002371253,0.015174128,0.00969526,PDK4/NOX4/AXL/IL6/PPARG,5
BP,GO:0044818,mitotic G2/M transition checkpoint,3/92,55/18986,0.054545455,11.25652174,5.315350783,0.002407529,0.015375576,0.009823971,PLK1/CDK1/CHEK1,3
BP,GO:0000910,cytokinesis,5/92,192/18986,0.026041667,5.374207428,4.250868161,0.002425486,0.015428783,0.009857968,PLK1/CALM1/AURKB/PRKCE/AURKA,5
BP,GO:1904018,positive regulation of vasculature development,5/92,192/18986,0.026041667,5.374207428,4.250868161,0.002425486,0.015428783,0.009857968,KDR/CYP1B1/CXCL12/PRKCB/FGF2,5
BP,GO:2001252,positive regulation of chromosome organization,4/92,116/18986,0.034482759,7.116191904,4.610642052,0.002444754,0.015520556,0.009916604,FEN1/CDK1/AURKB/NEK2,4
BP,GO:0006109,regulation of carbohydrate metabolic process,5/92,193/18986,0.025906736,5.346361793,4.23490557,0.002480615,0.015717101,0.010042184,PDK4/PRKCE/SNCA/PDK1/IGFBP3,5
BP,GO:0007611,learning or memory,6/92,282/18986,0.021276596,4.390841813,4.003152142,0.002496908,0.015789127,0.010088203,PTGS2/KIT/FEN1/CDK5/BCHE/PRKCZ,6
BP,GO:0050878,regulation of body fluid levels,7/92,381/18986,0.018372703,3.791566815,3.840899437,0.002519655,0.015881336,0.010147119,XDH/CFTR/AXL/PRKCE/IL6/F10/PLAU,7
BP,GO:0030857,negative regulation of epithelial cell differentiation,3/92,56/18986,0.053571429,11.05551242,5.258479344,0.002534952,0.015881336,0.010147119,XDH/MMP9/STAT1,3
BP,GO:0000070,mitotic sister chromatid segregation,5/92,194/18986,0.025773196,5.318803227,4.219053565,0.002536651,0.015881336,0.010147119,PLK1/CDK1/AURKB/NEK2/CCNB1,5
BP,GO:0000725,recombinational repair,5/92,194/18986,0.025773196,5.318803227,4.219053565,0.002536651,0.015881336,0.010147119,RAD51/PLK1/PARP1/FEN1/CHEK1,5
BP,GO:0042770,signal transduction in response to DNA damage,5/92,194/18986,0.025773196,5.318803227,4.219053565,0.002536651,0.015881336,0.010147119,RAD51/PLK1/CDK1/MIF/CHEK1,5
BP,GO:0006260,DNA replication,6/92,283/18986,0.021201413,4.375326471,3.99200085,0.002541212,0.015881336,0.010147119,RAD51/PARP1/FEN1/CDK1/CCNA2/CHEK1,6
BP,GO:0030336,negative regulation of cell migration,7/92,383/18986,0.018276762,3.771767511,3.82385973,0.002594228,0.016129057,0.010305396,CYP1B1/CXCL12/MIF/PTPN1/FGF2/PPARG/IGFBP3,7
BP,GO:0046822,regulation of nucleocytoplasmic transport,4/92,118/18986,0.033898305,6.995578482,4.558756767,0.002600974,0.016129057,0.010305396,PTGS2/PIK3R1/CDK5/CDK1,4
BP,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,4/92,118/18986,0.033898305,6.995578482,4.558756767,0.002600974,0.016129057,0.010305396,NOX4/KIT/PTPN1/IL6,4
BP,GO:1904659,D-glucose transmembrane transport,4/92,118/18986,0.033898305,6.995578482,4.558756767,0.002600974,0.016129057,0.010305396,PIK3R1/PLA2G1B/PRKCB/SLC2A1,4
BP,GO:0030522,intracellular receptor signaling pathway,7/92,384/18986,0.018229167,3.761945199,3.81538272,0.002632146,0.016130652,0.010306415,PARP1/NR4A2/AURKB/AR/ALDH1A2/THRB/PPARG,7
BP,GO:0002040,sprouting angiogenesis,5/92,196/18986,0.025510204,5.264529725,4.187675782,0.002651477,0.016130652,0.010306415,PTGS2/PGF/KDR/ALOX5/FGF2,5
BP,GO:0002700,regulation of production of molecular mediator of immune response,5/92,196/18986,0.025510204,5.264529725,4.187675782,0.002651477,0.016130652,0.010306415,KIT/MIF/AXL/PRKCZ/IL6,5
BP,GO:0071470,cellular response to osmotic stress,3/92,57/18986,0.052631579,10.86155606,5.203029631,0.002666473,0.016130652,0.010306415,PTGS2/SLC2A1/MYLK,3
BP,GO:0006266,DNA ligation,2/92,16/18986,0.125,25.79619565,6.923865761,0.002666639,0.016130652,0.010306415,RAD51/TOP2A,2
BP,GO:0032230,"positive regulation of synaptic transmission, GABAergic",2/92,16/18986,0.125,25.79619565,6.923865761,0.002666639,0.016130652,0.010306415,CA2/PRKCE,2
BP,GO:0044849,estrous cycle,2/92,16/18986,0.125,25.79619565,6.923865761,0.002666639,0.016130652,0.010306415,CYP1B1/CA12,2
BP,GO:0048308,organelle inheritance,2/92,16/18986,0.125,25.79619565,6.923865761,0.002666639,0.016130652,0.010306415,PLK1/CDK1,2
BP,GO:0048313,Golgi inheritance,2/92,16/18986,0.125,25.79619565,6.923865761,0.002666639,0.016130652,0.010306415,PLK1/CDK1,2
BP,GO:0051770,positive regulation of nitric-oxide synthase biosynthetic process,2/92,16/18986,0.125,25.79619565,6.923865761,0.002666639,0.016130652,0.010306415,KDR/STAT1,2
BP,GO:0071732,cellular response to nitric oxide,2/92,16/18986,0.125,25.79619565,6.923865761,0.002666639,0.016130652,0.010306415,PTPN1/CCNA2,2
BP,GO:1904177,regulation of adipose tissue development,2/92,16/18986,0.125,25.79619565,6.923865761,0.002666639,0.016130652,0.010306415,PARP1/PPARG,2
BP,GO:2000696,regulation of epithelial cell differentiation involved in kidney development,2/92,16/18986,0.125,25.79619565,6.923865761,0.002666639,0.016130652,0.010306415,MMP9/STAT1,2
BP,GO:0022898,regulation of transmembrane transporter activity,5/92,197/18986,0.025380711,5.237806224,4.172147302,0.002710283,0.01636378,0.010455369,MMP9/DAPK1/CFTR/CALM1/SNCA,5
BP,GO:1901988,negative regulation of cell cycle phase transition,6/92,287/18986,0.020905923,4.314346311,3.947906892,0.002724371,0.016417919,0.01048996,RAD51/PLK1/CDK1/AURKB/CCNB1/CHEK1,6
BP,GO:0006998,nuclear envelope organization,3/92,58/18986,0.051724138,10.67428786,5.148940789,0.002802136,0.016791867,0.010728888,PLK1/CDK1/PRKCB,3
BP,GO:0019369,arachidonate metabolic process,3/92,58/18986,0.051724138,10.67428786,5.148940789,0.002802136,0.016791867,0.010728888,PTGS2/CYP1B1/ALOX5,3
BP,GO:0061756,leukocyte adhesion to vascular endothelial cell,3/92,58/18986,0.051724138,10.67428786,5.148940789,0.002802136,0.016791867,0.010728888,CXCL12/ALOX5/IL6,3
BP,GO:0060759,regulation of response to cytokine stimulus,5/92,199/18986,0.025125628,5.185164955,4.14140458,0.002830727,0.016931551,0.010818137,MMP12/AXL/PTPN1/IL6/PPARG,5
BP,GO:0008645,hexose transmembrane transport,4/92,121/18986,0.033057851,6.822134387,4.483155109,0.00284796,0.017002905,0.010863727,PIK3R1/PLA2G1B/PRKCB/SLC2A1,4
BP,GO:0045785,positive regulation of cell adhesion,8/92,499/18986,0.016032064,3.308530104,3.64661449,0.002908247,0.017318184,0.011065169,P4HB/KDR/CXCL12/ALOX5/PRKCZ/PRKCE/IL6/IGFBP2,8
BP,GO:0043500,muscle adaptation,4/92,122/18986,0.032786885,6.766215253,4.458524228,0.002933735,0.017318184,0.011065169,PARP1/TNNC1/PDE5A/PPARG,4
BP,GO:0051092,positive regulation of NF-kappaB transcription factor activity,4/92,122/18986,0.032786885,6.766215253,4.458524228,0.002933735,0.017318184,0.011065169,AR/PLA2G1B/PRKCZ/PRKCH,4
BP,GO:0071482,cellular response to light stimulus,4/92,122/18986,0.032786885,6.766215253,4.458524228,0.002933735,0.017318184,0.011065169,PIK3R1/PARP1/MMP9/AURKB,4
BP,GO:0019748,secondary metabolic process,3/92,59/18986,0.050847458,10.49336772,5.096155569,0.002941984,0.017318184,0.011065169,CYP1B1/AKR1B10/PRKCE,3
BP,GO:0048008,platelet-derived growth factor receptor signaling pathway,3/92,59/18986,0.050847458,10.49336772,5.096155569,0.002941984,0.017318184,0.011065169,PTPN1/SNCA/PDGFRB,3
BP,GO:0060135,maternal process involved in female pregnancy,3/92,59/18986,0.050847458,10.49336772,5.096155569,0.002941984,0.017318184,0.011065169,PTGS2/PARP1/AR,3
BP,GO:0002009,morphogenesis of an epithelium,8/92,500/18986,0.016,3.301913043,3.63990208,0.002943983,0.017318184,0.011065169,MMP12/KDR/CA9/CA2/AR/FGF2/ALDH1A2/STAT1,8
BP,GO:0010042,response to manganese ion,2/92,17/18986,0.117647059,24.27877238,6.700382183,0.003012687,0.017593216,0.011240896,PTGS2/HSP90B1,2
BP,GO:0034310,primary alcohol catabolic process,2/92,17/18986,0.117647059,24.27877238,6.700382183,0.003012687,0.017593216,0.011240896,ALDH2/AKR1B10,2
